ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11379468,JB348778,07/13/2018 10:24:00 PM,068XX S EAST END AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0332,003,5,43,19,1188715,1859972,2018,07/20/2018 03:52:22 PM,41.770829541,-87.583791738,"(41.770829541, -87.583791738)"
11380214,JB349869,07/14/2018 06:38:00 PM,019XX S ST LOUIS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1024,010,24,29,19,1153405,1890260,2018,07/21/2018 03:49:07 PM,41.854715488,-87.712423245,"(41.854715488, -87.712423245)"
11380260,JB349962,07/14/2018 07:57:00 PM,005XX N KEDZIE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1121,011,27,23,19,1154947,1903451,2018,07/21/2018 03:49:07 PM,41.890882237,-87.706409791,"(41.890882237, -87.706409791)"
11381016,JB350981,07/15/2018 04:08:00 PM,083XX S COLFAX AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0423,004,7,46,19,1194952,1850195,2018,07/22/2018 04:00:00 PM,41.743849289,-87.561251335,"(41.743849289, -87.561251335)"
11381231,JB351205,07/15/2018 08:36:00 PM,078XX S WESTERN AVE,1661,GAMBLING,GAME/DICE,CTA BUS STOP,true,false,0835,008,18,70,19,1161741,1852550,2018,07/22/2018 04:00:00 PM,41.751065032,-87.682873958,"(41.751065032, -87.682873958)"
11382551,JB352864,07/16/2018 11:13:00 PM,070XX S JUSTINE ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0734,007,17,67,19,1167223,1857999,2018,07/23/2018 03:57:48 PM,41.765902343,-87.66262945,"(41.765902343, -87.66262945)"
11383267,JB353656,07/17/2018 03:10:00 PM,006XX N CHRISTIANA AVE,1661,GAMBLING,GAME/DICE,STREET,true,false,1121,011,27,23,19,1153928,1904108,2018,07/24/2018 04:15:32 PM,41.892705479,-87.710134562,"(41.892705479, -87.710134562)"
11383318,JB353777,07/17/2018 04:18:00 PM,044XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1131,011,24,26,19,1146938,1897656,2018,07/24/2018 04:15:32 PM,41.8751369,-87.735971224,"(41.8751369, -87.735971224)"
11384197,JB354838,07/18/2018 12:10:00 PM,033XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153994,1897824,2018,07/25/2018 03:55:44 PM,41.875460231,-87.710059786,"(41.875460231, -87.710059786)"
11384320,JB354988,07/18/2018 01:45:00 PM,012XX S AVERS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1011,010,24,29,19,1150904,1894234,2018,07/25/2018 03:55:44 PM,41.865669877,-87.721499106,"(41.865669877, -87.721499106)"
11384703,JB355493,07/18/2018 06:41:00 PM,0000X N LECLAIRE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1533,015,28,25,19,1142386,1899689,2018,07/25/2018 03:55:44 PM,41.880801426,-87.752634034,"(41.880801426, -87.752634034)"
11385361,JB356337,07/19/2018 12:55:00 PM,005XX N SPRINGFIELD AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1122,011,27,23,19,1150294,1903297,2018,07/26/2018 03:51:12 PM,41.890551663,-87.723502064,"(41.890551663, -87.723502064)"
11385808,JB356975,07/19/2018 08:55:00 PM,016XX S LAWNDALE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1014,010,24,29,19,1151969,1891584,2018,07/26/2018 03:51:12 PM,41.858377075,-87.717659169,"(41.858377075, -87.717659169)"
